message_sent,processing_start_time,processing_end_time,message_arrived,network_delay,processing_delay,overall_delay
1558301013.41,1558301013.75,1558301013.86,1558301014.04,0.5237159729,0.107355833054,0.631071805954
1558301014.42,1558301014.63,1558301014.73,1558301014.87,0.3431661129,0.105045795441,0.44821190834
1558301015.44,1558301016.03,1558301016.12,1558301016.17,0.642868995667,0.0904920101166,0.733361005783
1558301016.46,1558301016.71,1558301016.81,1558301016.87,0.309937953949,0.0994410514832,0.409379005432
1558301017.48,1558301017.74,1558301017.83,1558301017.92,0.347745895386,0.0953860282898,0.443131923676
1558301018.5,1558301018.71,1558301018.81,1558301018.87,0.266258955002,0.101680040359,0.367938995361
1558301019.52,1558301019.77,1558301019.87,1558301019.92,0.303407907486,0.0969090461731,0.400316953659
1558301020.54,1558301020.82,1558301020.92,1558301020.98,0.345014095306,0.095381975174,0.44039607048
1558301021.56,1558301021.89,1558301021.99,1558301022.06,0.397610902786,0.0999419689178,0.497552871704
1558301022.58,1558301022.8,1558301022.89,1558301022.94,0.264889001846,0.0949850082397,0.359874010086
1558301023.6,1558301023.85,1558301023.95,1558301024.0,0.296964168549,0.1031498909,0.400114059448
1558301024.62,1558301024.87,1558301024.97,1558301025.02,0.302156686783,0.100129127502,0.402285814285
1558301025.64,1558301026.11,1558301026.2,1558301026.25,0.512341022491,0.0933609008789,0.60570192337
1558301026.66,1558301027.01,1558301027.11,1558301027.16,0.397102832794,0.105349063873,0.502451896667
1558301027.68,1558301027.9,1558301027.99,1558301028.04,0.266587257385,0.0922038555145,0.3587911129
1558301028.7,1558301028.94,1558301029.04,1558301029.1,0.302027225494,0.0984559059143,0.400483131409
1558301029.72,1558301030.09,1558301030.19,1558301030.25,0.425621986389,0.102118015289,0.527740001678
1558301030.74,1558301031.05,1558301031.15,1558301031.2,0.356734275818,0.102521896362,0.45925617218
1558301031.76,1558301032.02,1558301032.13,1558301032.18,0.314467668533,0.104642152786,0.41910982132
1558301032.78,1558301033.06,1558301033.16,1558301033.21,0.33122086525,0.0975620746613,0.428782939911
1558301033.8,1558301034.04,1558301034.13,1558301034.18,0.285358905792,0.0986981391907,0.384057044983
1558301034.82,1558301035.08,1558301035.19,1558301035.24,0.313961029053,0.107861042023,0.421822071075
1558301035.84,1558301036.06,1558301036.17,1558301036.25,0.301876068115,0.110888004303,0.412764072418
1558301036.86,1558301037.16,1558301037.25,1558301037.38,0.42174077034,0.0982360839844,0.519976854324
1558301037.88,1558301038.12,1558301038.21,1558301038.27,0.290266752243,0.0965321063995,0.386798858643
1558301038.9,1558301039.21,1558301039.31,1558301039.36,0.3565928936,0.101659059525,0.458251953125
1558301039.92,1558301040.13,1558301040.22,1558301040.28,0.264784812927,0.0925800800323,0.35736489296
1558301040.94,1558301041.22,1558301041.31,1558301041.36,0.325190067291,0.0967180728912,0.421908140182
1558301041.96,1558301042.26,1558301042.36,1558301042.41,0.34907412529,0.0973470211029,0.446421146393
1558301042.98,1558301043.21,1558301043.32,1558301043.36,0.273238182068,0.103138923645,0.376377105713
1558301044.01,1558301044.29,1558301044.39,1558301044.44,0.331361055374,0.101352930069,0.432713985443
1558301045.03,1558301045.35,1558301045.45,1558301045.5,0.368129968643,0.104457139969,0.472587108612
1558301046.05,1558301046.27,1558301046.37,1558301046.42,0.270497083664,0.100997924805,0.371495008469
