message_sent,processing_start_time,processing_end_time,message_arrived,network_delay,processing_delay,overall_delay
1558300866.96,1558300869.55,1558300869.79,1558300869.9,2.6985938549,0.236770153046,2.93536400795
1558300866.98,1558300869.69,1558300869.93,1558300870.04,2.82643699646,0.239053010941,3.0654900074
1558300866.99,1558300869.74,1558300869.98,1558300870.1,2.86842393875,0.240406990051,3.1088309288
1558300867.1,1558300869.97,1558300870.07,1558300870.12,2.9163620472,0.0995509624481,3.01591300964
1558300867.11,1558300870.09,1558300870.18,1558300870.2,2.99826788902,0.0946350097656,3.09290289879
1558300867.0,1558300869.87,1558300870.11,1558300870.21,2.97648286819,0.242400169373,3.21888303757
1558300867.12,1558300870.26,1558300870.36,1558300870.38,3.15773797035,0.106307029724,3.26404500008
1558300867.01,1558300870.08,1558300870.32,1558300870.43,3.17673611641,0.238895893097,3.41563200951
1558300867.13,1558300870.46,1558300870.56,1558300870.61,3.37852287292,0.0984890460968,3.47701191902
1558300867.02,1558300870.31,1558300870.52,1558300870.62,3.38872289658,0.216297149658,3.60502004623
1558300867.14,1558300870.58,1558300870.7,1558300870.74,3.48343110085,0.116169929504,3.59960103035
1558300867.03,1558300870.43,1558300870.67,1558300870.78,3.51403999329,0.24046587944,3.75450587273
1558300867.16,1558300870.75,1558300870.85,1558300870.9,3.64440989494,0.098396062851,3.74280595779
1558300867.03,1558300870.58,1558300870.82,1558300870.93,3.65519213676,0.245983839035,3.9011759758
1558300867.18,1558300870.93,1558300871.04,1558300871.08,3.79412579536,0.10890007019,3.90302586555
1558300867.04,1558300870.75,1558300870.99,1558300871.11,3.82953071594,0.240332126617,4.06986284256
1558300867.21,1558300871.12,1558300871.23,1558300871.26,3.94870209694,0.108179092407,4.05688118935
1558300867.05,1558300870.97,1558300871.22,1558300871.34,4.05011487007,0.243571043015,4.29368591309
1558300867.21,1558300871.26,1558300871.37,1558300871.4,4.07974505424,0.104532957077,4.18427801132
1558300867.06,1558300871.24,1558300871.46,1558300871.52,4.23919439316,0.223030805588,4.46222519875
1558300867.22,1558300871.45,1558300871.55,1558300871.6,4.27810692787,0.100188016891,4.37829494476
1558300867.06,1558300871.4,1558300871.64,1558300871.74,4.44087004662,0.240401029587,4.6812710762
1558300867.23,1558300871.61,1558300871.71,1558300871.77,4.43939590454,0.100521087646,4.53991699219
1558300867.07,1558300871.51,1558300871.75,1558300871.86,4.55138993263,0.241595983505,4.79298591614
1558300867.23,1558300871.78,1558300871.89,1558300871.93,4.58911728859,0.110400915146,4.69951820374
1558300867.24,1558300871.96,1558300872.06,1558300872.1,4.75889396667,0.105731010437,4.86462497711
1558300867.08,1558300871.81,1558300872.05,1558300872.19,4.86686587334,0.244182109833,5.11104798317
1558300867.24,1558300872.13,1558300872.23,1558300872.26,4.91503596306,0.100255966187,5.01529192924
1558300867.25,1558300872.28,1558300872.39,1558300872.43,5.07385420799,0.105850934982,5.17970514297
1558300867.1,1558300872.18,1558300872.43,1558300872.53,5.18401479721,0.246521234512,5.43053603172
1558300867.26,1558300872.47,1558300872.58,1558300872.61,5.24122786522,0.109576225281,5.3508040905
1558300867.27,1558300872.64,1558300872.74,1558300872.78,5.40301299095,0.108546972275,5.51155996323
1558300867.27,1558300872.81,1558300872.91,1558300872.95,5.57640790939,0.100223064423,5.67663097382
1558300867.28,1558300873.01,1558300873.11,1558300873.14,5.76089811325,0.102696895599,5.86359500885
1558300867.29,1558300873.16,1558300873.27,1558300873.3,5.9095249176,0.107625007629,6.01714992523
1558300867.29,1558300873.33,1558300873.43,1558300873.46,6.07041192055,0.099662065506,6.17007398605
1558300867.3,1558300873.56,1558300873.66,1558300873.7,6.29476618767,0.106436014175,6.40120220184
1558300867.3,1558300873.84,1558300873.93,1558300873.96,6.5638718605,0.0968551635742,6.66072702408
1558300867.31,1558300874.01,1558300874.12,1558300874.16,6.73505115509,0.112623929977,6.84767508507
1558300867.32,1558300874.17,1558300874.27,1558300874.3,6.88058805466,0.106099128723,6.98668718338
1558300867.32,1558300874.36,1558300874.47,1558300874.51,7.0806992054,0.10729598999,7.18799519539
1558300867.33,1558300874.52,1558300874.63,1558300874.67,7.23273706436,0.109678983688,7.34241604805
1558300867.34,1558300874.68,1558300874.79,1558300874.82,7.38038897514,0.105471849442,7.48586082458
1558300867.35,1558300874.86,1558300874.97,1558300875.0,7.55090022087,0.104622840881,7.65552306175
1558300867.35,1558300875.01,1558300875.11,1558300875.14,7.68072390556,0.100217103958,7.78094100952
1558300867.36,1558300875.22,1558300875.32,1558300875.36,7.88675189018,0.108633041382,7.99538493156
