processing_end_time,processing_start_time,message_arrived,message_sent
1557687464.380268,1557687464.023903,1557687464.405354,1557687463.976323
1557687465.391575,1557687465.041725,1557687465.420419,1557687464.990803
1557687466.441529,1557687466.051125,1557687466.46707,1557687466.004249
1557687467.410926,1557687467.065833,1557687467.439181,1557687467.020163
1557687468.437517,1557687468.074375,1557687468.469142,1557687468.035608
1557687469.489044,1557687469.091017,1557687469.516591,1557687469.050263
1557687470.459567,1557687470.110603,1557687470.485838,1557687470.065398
1557687471.493951,1557687471.119887,1557687471.521677,1557687471.07926
1557687472.529866,1557687472.131771,1557687472.556163,1557687472.093792
1557687473.501849,1557687473.152785,1557687473.52758,1557687473.10806
1557687474.567457,1557687474.170268,1557687474.593199,1557687474.123008
1557687475.575364,1557687475.180157,1557687475.717625,1557687475.136448
1557687476.654281,1557687476.308142,1557687476.798225,1557687476.149257
1557687477.744819,1557687477.351017,1557687477.851663,1557687477.164453
1557687478.570883,1557687478.223812,1557687478.715491,1557687478.17808
1557687479.577759,1557687479.231728,1557687479.604943,1557687479.192386
1557687480.655443,1557687480.266097,1557687480.680465,1557687480.20579
1557687481.60939,1557687481.264405,1557687481.636476,1557687481.218666
1557687482.614244,1557687482.268887,1557687482.639782,1557687482.230654
1557687483.684645,1557687483.286907,1557687483.709939,1557687483.241431
1557687484.647521,1557687484.301369,1557687484.674647,1557687484.255974
1557687485.665227,1557687485.319847,1557687485.691504,1557687485.268532
1557687486.714463,1557687486.319764,1557687486.740367,1557687486.280882
1557687487.681578,1557687487.338138,1557687487.707989,1557687487.296207
1557687488.739393,1557687488.347243,1557687488.767997,1557687488.309269
1557687489.76667,1557687489.372315,1557687489.793088,1557687489.32424
1557687490.748367,1557687490.38147,1557687490.7748,1557687490.339631
1557687491.803296,1557687491.398389,1557687491.828541,1557687491.355504
1557687492.808914,1557687492.409292,1557687492.878614,1557687492.368921
1557687493.772646,1557687493.424885,1557687493.798022,1557687493.382906
1557687494.840678,1557687494.434769,1557687494.866603,1557687494.396602
1557687495.855032,1557687495.459458,1557687495.881036,1557687495.409951
1557687496.811331,1557687496.462053,1557687496.837361,1557687496.423746
1557687497.831997,1557687497.485279,1557687497.861295,1557687497.437127
1557687498.900953,1557687498.50371,1557687498.927647,1557687498.452914
1557687499.859549,1557687499.515704,1557687499.931598,1557687499.465718
1557687500.889763,1557687500.542443,1557687500.962499,1557687500.478499
1557687501.942426,1557687501.530492,1557687502.081448,1557687501.491646
1557687502.893459,1557687502.548914,1557687502.919725,1557687502.505249
1557687503.946825,1557687503.555128,1557687503.973019,1557687503.518468
1557687504.973901,1557687504.579263,1557687504.999602,1557687504.533531
1557687505.950187,1557687505.600563,1557687505.976167,1557687505.547032
1557687507.025637,1557687506.608053,1557687507.050874,1557687506.55915
1557687508.002652,1557687507.618311,1557687508.029841,1557687507.572365
1557687508.977701,1557687508.633303,1557687509.00326,1557687508.587002
1557687510.042265,1557687509.648789,1557687510.067395,1557687509.600459
1557687511.043073,1557687510.672428,1557687511.069651,1557687510.615869
1557687512.016993,1557687511.672237,1557687512.04323,1557687511.631629
1557687513.096269,1557687512.691037,1557687513.147391,1557687512.645261
1557687514.063484,1557687513.713302,1557687514.088192,1557687513.658437
1557687515.07637,1557687514.708181,1557687515.108217,1557687514.670795
1557687516.135237,1557687515.738484,1557687516.159648,1557687515.686298
1557687517.09021,1557687516.744478,1557687517.115479,1557687516.697232
1557687518.108917,1557687517.754708,1557687518.167233,1557687517.709585
1557687519.158452,1557687518.765783,1557687519.185152,1557687518.723438
1557687520.129631,1557687519.775992,1557687520.154644,1557687519.73409
1557687521.151379,1557687520.806666,1557687521.176015,1557687520.747852
1557687522.200098,1557687521.806578,1557687522.226058,1557687521.761675
1557687523.170989,1557687522.821902,1557687523.197181,1557687522.774393
1557687524.219327,1557687523.824727,1557687524.247582,1557687523.786972
1557687525.256682,1557687524.859814,1557687525.282169,1557687524.796226
1557687526.220367,1557687525.874128,1557687526.246744,1557687525.809767
1557687527.247723,1557687526.863964,1557687527.279504,1557687526.823224
1557687528.231343,1557687527.880664,1557687528.259247,1557687527.834621
1557687529.241525,1557687528.895109,1557687529.267962,1557687528.848098
