,message_arrived,message_sent,processing_start_time,processing_end_time,processing_delay,network_delay,overall_delay
336,1557911562.538299,1557911562.4282484,1557911562.578641,1557911562.9894269,0.4107859134674072,0.11005067825317383,0.520836591720581
337,1557911563.541573,1557911563.4337206,1557911563.584121,1557911563.919102,0.33498096466064453,0.10785245895385742,0.44283342361450195
338,1557911564.5431616,1557911564.4408991,1557911564.583707,1557911564.971811,0.3881039619445801,0.10226249694824219,0.49036645889282227
339,1557911565.5101519,1557911565.4472833,1557911565.550658,1557911565.8839722,0.3333141803741455,0.06286859512329102,0.3961827754974365
340,1557911566.573399,1557911566.4517622,1557911566.667764,1557911567.011878,0.3441140651702881,0.12163686752319336,0.46575093269348145
341,1557911567.570154,1557911567.4572918,1557911567.823828,1557911568.210051,0.38622307777404785,0.11286211013793945,0.4990851879119873
342,1557911568.5291946,1557911568.4656694,1557911568.687124,1557911569.0753882,0.38826417922973633,0.06352519989013672,0.45178937911987305
343,1557911569.6091394,1557911569.473007,1557911569.649867,1557911569.9843462,0.33447909355163574,0.13613247871398926,0.470611572265625
344,1557911570.5947785,1557911570.4772387,1557911570.691131,1557911571.030937,0.33980584144592285,0.11753988265991211,0.45734572410583496
345,1557911571.9004686,1557911571.4814374,1557911571.864723,1557911572.291115,0.4263920783996582,0.41903114318847656,0.8454232215881348
346,1557911572.63055,1557911572.4861646,1557911572.67075,1557911573.069643,0.3988931179046631,0.14438533782958984,0.5432784557342529
347,1557911573.5646756,1557911573.4905796,1557911573.610196,1557911573.992503,0.3823068141937256,0.0740959644317627,0.4564027786254883
348,1557911574.5929694,1557911574.494435,1557911574.847874,1557911575.296917,0.44904303550720215,0.09853434562683105,0.5475773811340332
349,1557911575.557158,1557911575.4980085,1557911575.602762,1557911575.9826632,0.3799011707305908,0.05914950370788574,0.43905067443847656
350,1557911576.609545,1557911576.5068505,1557911576.762404,1557911577.1459188,0.3835148811340332,0.10269451141357422,0.4862093925476074
351,1557911577.5737755,1557911577.5128734,1557911577.619101,1557911578.054203,0.4351019859313965,0.06090211868286133,0.4960041046142578
352,1557911578.8359752,1557911578.5169885,1557911578.8746278,1557911579.301168,0.4265401363372803,0.3189866542816162,0.7455267906188965
353,1557911581.2078323,1557911579.5219467,1557911581.282422,1557911581.914118,0.6316959857940674,1.6858856678009033,2.3175816535949707
354,1557911581.2320619,1557911580.527349,1557911581.919549,1557911582.295607,0.37605810165405273,0.7047128677368164,1.0807709693908691
355,1557911581.6509748,1557911581.5316632,1557911582.3306339,1557911582.8336241,0.5029902458190918,0.11931157112121582,0.6223018169403076
356,1557911582.6688747,1557911582.5378232,1557911582.869858,1557911583.206799,0.3369410037994385,0.13105154037475586,0.46799254417419434
