,processing_end_time,processing_start_time,message_arrived,message_sent,processing_delay,network_delay,overall_delay
51,1557687074.502754,1557687074.159338,1557687074.5307221,1557687074.095025,0.3434159755706787,0.09228110313415527,0.435697078704834
52,1557687075.509422,1557687075.166353,1557687075.538441,1557687075.1132119,0.34306907653808594,0.08215999603271484,0.4252290725708008
53,1557687076.5702882,1557687076.174932,1557687076.599433,1557687076.128132,0.3953561782836914,0.07594466209411621,0.4713008403778076
54,1557687077.542922,1557687077.190798,1557687077.573026,1557687077.14559,0.3521239757537842,0.07531189918518066,0.42743587493896484
55,1557687078.606441,1557687078.2112598,1557687078.636425,1557687078.16399,0.39518117904663086,0.07725381851196289,0.47243499755859375
56,1557687079.6314151,1557687079.233905,1557687079.661017,1557687079.181895,0.3975100517272949,0.08161187171936035,0.4791219234466553
57,1557687080.587042,1557687080.242408,1557687080.616121,1557687080.2008018,0.3446340560913086,0.07068514823913574,0.41531920433044434
58,1557687081.671391,1557687081.273657,1557687081.7003381,1557687081.216883,0.3977339267730713,0.08572125434875488,0.48345518112182617
59,1557687082.671294,1557687082.279108,1557687082.700931,1557687082.232381,0.39218592643737793,0.07636404037475586,0.4685499668121338
60,1557687083.640926,1557687083.2874131,1557687083.78115,1557687083.249026,0.3535127639770508,0.17861127853393555,0.5321240425109863
61,1557687084.751173,1557687084.313024,1557687084.807931,1557687084.265483,0.43814897537231445,0.10429906845092773,0.5424480438232422
62,1557687085.720238,1557687085.328675,1557687085.750689,1557687085.281956,0.39156293869018555,0.07717013359069824,0.4687330722808838
63,1557687086.6938221,1557687086.344881,1557687086.722697,1557687086.299694,0.3489410877227783,0.07406187057495117,0.4230029582977295
64,1557687087.767013,1557687087.3698962,1557687087.7998722,1557687087.319177,0.39711689949035645,0.08357834815979004,0.4806952476501465
65,1557687088.778815,1557687088.384915,1557687088.808594,1557687088.338037,0.39389991760253906,0.07665705680847168,0.47055697441101074
66,1557687089.750542,1557687089.4010901,1557687089.779171,1557687089.35707,0.34945178031921387,0.07264924049377441,0.4221010208129883
67,1557687090.768926,1557687090.421422,1557687090.799317,1557687090.375825,0.3475039005279541,0.0759880542755127,0.4234919548034668
68,1557687091.838906,1557687091.440072,1557687091.868947,1557687091.393353,0.3988339900970459,0.07676005363464355,0.47559404373168945
69,1557687092.8077831,1557687092.463165,1557687092.835687,1557687092.412148,0.3446180820465088,0.07892084121704102,0.4235389232635498
70,1557687093.830964,1557687093.480351,1557687093.860865,1557687093.429368,0.3506131172180176,0.08088397979736328,0.43149709701538086
71,1557687094.896433,1557687094.497618,1557687094.925306,1557687094.445307,0.3988151550292969,0.08118391036987305,0.4799990653991699
72,1557687095.859742,1557687095.516839,1557687095.890142,1557687095.462449,0.34290289878845215,0.08478999137878418,0.42769289016723633
73,1557687096.917898,1557687096.52319,1557687096.948832,1557687096.4795911,0.39470791816711426,0.07453298568725586,0.4692409038543701
74,1557687097.961739,1557687097.567215,1557687097.9899142,1557687097.497804,0.39452409744262695,0.09758615493774414,0.4921102523803711
75,1557687098.905959,1557687098.560087,1557687098.933438,1557687098.517302,0.3458719253540039,0.07026410102844238,0.4161360263824463
76,1557687099.963406,1557687099.574641,1557687099.995439,1557687099.534253,0.3887650966644287,0.07242107391357422,0.46118617057800293
77,1557687100.9917212,1557687100.596905,1557687101.02205,1557687100.551588,0.39481616020202637,0.07564568519592285,0.4704618453979492
78,1557687101.97246,1557687101.618185,1557687102.005965,1557687101.569359,0.3542749881744385,0.08233094215393066,0.43660593032836914
79,1557687102.973473,1557687102.6293108,1557687103.00205,1557687102.5853472,0.3441622257232666,0.0725405216217041,0.4167027473449707
80,1557687104.04862,1557687103.6526651,1557687104.0780802,1557687103.6019812,0.39595484733581543,0.08014416694641113,0.47609901428222656
81,1557687105.011856,1557687104.666214,1557687105.083296,1557687104.622216,0.34564208984375,0.11543798446655273,0.46108007431030273
82,1557687106.0993571,1557687105.682156,1557687106.127508,1557687105.640159,0.41720104217529297,0.07014799118041992,0.4873490333557129
83,1557687107.049968,1557687106.705271,1557687107.0795538,1557687106.657325,0.3446969985961914,0.07753181457519531,0.4222288131713867
84,1557687108.071147,1557687107.723361,1557687108.100698,1557687107.674807,0.34778594970703125,0.07810497283935547,0.4258909225463867
85,1557687109.196435,1557687108.7819269,1557687109.2221868,1557687108.69254,0.4145081043243408,0.11513876914978027,0.5296468734741211
86,1557687110.282596,1557687109.9333231,1557687110.428116,1557687109.708694,0.3492729663848877,0.3701491355895996,0.7194221019744873
87,1557687111.355467,1557687110.957712,1557687111.4816618,1557687110.725962,0.39775514602661133,0.3579447269439697,0.755699872970581
88,1557687112.40681,1557687112.005393,1557687112.436393,1557687111.7433732,0.4014170169830322,0.29160284996032715,0.6930198669433594
89,1557687113.156816,1557687112.807986,1557687113.1861641,1557687112.761654,0.348829984664917,0.07568025588989258,0.42451024055480957
90,1557687114.180584,1557687113.8316429,1557687114.2090788,1557687113.782557,0.3489410877227783,0.07758069038391113,0.42652177810668945
91,1557687115.266476,1557687114.847234,1557687115.295316,1557687114.800628,0.41924190521240234,0.07544612884521484,0.4946880340576172
92,1557687116.21234,1557687115.867306,1557687116.242853,1557687115.81584,0.345034122467041,0.08197879791259766,0.42701292037963867
93,1557687117.234813,1557687116.88827,1557687117.263708,1557687116.833941,0.3465430736541748,0.08322405815124512,0.4297671318054199
94,1557687118.324962,1557687117.901995,1557687118.353389,1557687117.852726,0.42296695709228516,0.07769608497619629,0.5006630420684814
95,1557687119.273027,1557687118.927842,1557687119.302454,1557687118.871406,0.3451850414276123,0.08586287498474121,0.4310479164123535
96,1557687120.335256,1557687119.943526,1557687120.361305,1557687119.889305,0.39173007011413574,0.08026981353759766,0.4719998836517334
97,1557687121.328614,1557687120.954714,1557687121.355282,1557687120.906173,0.3738999366760254,0.07520914077758789,0.4491090774536133
98,1557687122.330734,1557687121.980058,1557687122.395259,1557687121.920533,0.3506760597229004,0.12404990196228027,0.47472596168518066
99,1557687123.398336,1557687122.986696,1557687123.424077,1557687122.934572,0.411639928817749,0.0778651237487793,0.4895050525665283
100,1557687124.373181,1557687123.997978,1557687124.397778,1557687123.949423,0.37520313262939453,0.07315182685852051,0.44835495948791504
101,1557687125.373307,1557687125.008118,1557687125.398316,1557687124.96529,0.3651890754699707,0.06783676147460938,0.4330258369445801
102,1557687126.420164,1557687126.0234199,1557687126.447139,1557687125.9804802,0.3967442512512207,0.06991457939147949,0.4666588306427002
103,1557687127.397676,1557687127.038608,1557687127.421558,1557687126.995112,0.3590679168701172,0.06737804412841797,0.42644596099853516
104,1557687128.401232,1557687128.054843,1557687128.432241,1557687128.0098631,0.3463890552520752,0.07598876953125,0.4223778247833252
105,1557687129.46364,1557687129.064867,1557687129.4916039,1557687129.023802,0.3987729549407959,0.06902885437011719,0.4678018093109131
106,1557687130.453616,1557687130.0891562,1557687130.478142,1557687130.0378811,0.364459753036499,0.07580113410949707,0.4402608871459961
107,1557687131.453266,1557687131.1072712,1557687131.482941,1557687131.055575,0.3459947109222412,0.08137130737304688,0.4273660182952881
108,1557687132.520807,1557687132.119294,1557687132.720964,1557687132.073923,0.40151309967041016,0.2455277442932129,0.647040843963623
109,1557687133.660968,1557687133.299829,1557687133.6899369,1557687133.0900462,0.36113905906677246,0.23875164985656738,0.5998907089233398
110,1557687134.505506,1557687134.162209,1557687134.534595,1557687134.108233,0.34329700469970703,0.08306503295898438,0.4263620376586914
111,1557687135.559176,1557687135.198399,1557687135.591231,1557687135.1253688,0.3607769012451172,0.10508537292480469,0.4658622741699219
112,1557687136.551613,1557687136.186079,1557687136.5799391,1557687136.144139,0.36553406715393066,0.0702660083770752,0.43580007553100586
113,1557687137.596208,1557687137.202385,1557687137.625746,1557687137.160445,0.39382314682006836,0.07147789001464844,0.4653010368347168
114,1557687138.584058,1557687138.2197971,1557687138.6154711,1557687138.1775289,0.3642609119415283,0.07368135452270508,0.4379422664642334
115,1557687139.5846481,1557687139.238952,1557687139.613647,1557687139.195642,0.34569621086120605,0.07230877876281738,0.41800498962402344
116,1557687140.6467712,1557687140.254869,1557687140.678272,1557687140.2125108,0.39190220832824707,0.07385897636413574,0.4657611846923828
117,1557687141.620795,1557687141.276175,1557687141.6497471,1557687141.228986,0.3446199893951416,0.0761411190032959,0.4207611083984375
118,1557687142.6899269,1557687142.287804,1557687142.721914,1557687142.2475722,0.40212297439575195,0.0722188949584961,0.47434186935424805
119,1557687143.7018301,1557687143.304766,1557687143.792208,1557687143.2636461,0.397064208984375,0.13149762153625488,0.5285618305206299
120,1557687144.690813,1557687144.326556,1557687144.7214801,1557687144.28073,0.3642570972442627,0.0764930248260498,0.4407501220703125
121,1557687145.6906881,1557687145.339673,1557687145.7199259,1557687145.298408,0.3510150909423828,0.07050275802612305,0.42151784896850586
122,1557687146.774061,1557687146.360026,1557687146.801035,1557687146.313288,0.4140350818634033,0.07371187210083008,0.4877469539642334
123,1557687147.7266731,1557687147.3772,1557687147.7573302,1557687147.3320699,0.349473237991333,0.07578706741333008,0.4252603054046631
124,1557687148.7972429,1557687148.3972821,1557687148.831878,1557687148.3486462,0.3999607563018799,0.08327102661132812,0.483231782913208
125,1557687149.820415,1557687149.4184618,1557687149.849078,1557687149.365969,0.40195322036743164,0.08115577697753906,0.4831089973449707
126,1557687150.792917,1557687150.428079,1557687150.822677,1557687150.3796651,0.3648381233215332,0.07817363739013672,0.4430117607116699
127,1557687151.837605,1557687151.438361,1557687151.865233,1557687151.39519,0.3992440700531006,0.07079887390136719,0.4700429439544678
128,1557687152.864657,1557687152.4649,1557687152.8981519,1557687152.417305,0.39975690841674805,0.08108997344970703,0.4808468818664551
129,1557687153.845104,1557687153.474081,1557687153.886639,1557687153.432478,0.37102293968200684,0.08313822746276855,0.4541611671447754
130,1557687154.93134,1557687154.505563,1557687154.957596,1557687154.448366,0.42577695846557617,0.08345317840576172,0.5092301368713379
131,1557687155.863743,1557687155.512132,1557687155.892302,1557687155.463436,0.3516111373901367,0.0772550106048584,0.4288661479949951
132,1557687156.879817,1557687156.532589,1557687157.003584,1557687156.4808269,0.3472280502319336,0.17552900314331055,0.5227570533752441
133,1557687157.935979,1557687157.5460289,1557687157.9639401,1557687157.496886,0.3899500370025635,0.07710409164428711,0.4670541286468506
134,1557687158.9063401,1557687158.5596552,1557687158.935943,1557687158.514771,0.34668493270874023,0.07448697090148926,0.4211719036102295
135,1557687159.945952,1557687159.578488,1557687159.976532,1557687159.532076,0.3674638271331787,0.07699227333068848,0.4444561004638672
136,1557687160.995582,1557687160.605174,1557687161.025034,1557687160.549439,0.3904080390930176,0.08518695831298828,0.47559499740600586
137,1557687161.956067,1557687161.6109529,1557687161.9926472,1557687161.564213,0.34511423110961914,0.08331990242004395,0.4284341335296631
138,1557687162.972547,1557687162.627949,1557687162.999706,1557687162.5809019,0.34459805488586426,0.07420611381530762,0.4188041687011719
139,1557687164.052245,1557687163.649807,1557687164.084166,1557687163.598711,0.4024379253387451,0.08301711082458496,0.4854550361633301
140,1557687165.005802,1557687164.6589382,1557687165.034918,1557687164.615692,0.3468637466430664,0.07236242294311523,0.41922616958618164
141,1557687166.0712981,1557687165.681766,1557687166.108059,1557687165.63474,0.38953208923339844,0.0837867259979248,0.47331881523132324
142,1557687167.0922759,1557687166.701261,1557687167.120919,1557687166.6503859,0.39101481437683105,0.07951831817626953,0.4705331325531006
143,1557687168.093174,1557687167.7217689,1557687168.161119,1557687167.66526,0.37140512466430664,0.12445378303527832,0.49585890769958496
144,1557687169.091183,1557687168.7449381,1557687169.12934,1557687168.678261,0.34624481201171875,0.10483407974243164,0.4510788917541504
145,1557687170.339653,1557687169.928426,1557687170.507686,1557687169.6945028,0.4112269878387451,0.40195608139038086,0.813183069229126
146,1557687171.214205,1557687170.870301,1557687171.372711,1557687170.712334,0.3439040184020996,0.31647300720214844,0.660377025604248
147,1557687172.295089,1557687171.900362,1557687172.4246788,1557687171.730181,0.3947269916534424,0.2997708320617676,0.69449782371521
148,1557687173.3312788,1557687172.937454,1557687173.359369,1557687172.749789,0.39382481575012207,0.21575522422790527,0.6095800399780273
149,1557687174.169822,1557687173.82554,1557687174.200059,1557687173.766307,0.3442819118499756,0.08946990966796875,0.43375182151794434
150,1557687175.270725,1557687174.8318481,1557687175.302043,1557687174.783627,0.4388768672943115,0.07953906059265137,0.5184159278869629
151,1557687176.23817,1557687175.8460732,1557687176.27218,1557687175.7999039,0.39209675788879395,0.08017945289611816,0.4722762107849121
152,1557687177.221399,1557687176.875342,1557687177.252858,1557687176.817594,0.3460571765899658,0.08920669555664062,0.43526387214660645
153,1557687178.3134289,1557687177.896559,1557687178.346138,1557687177.835809,0.4168698787689209,0.0934591293334961,0.510329008102417
154,1557687179.2852461,1557687178.910567,1557687179.318022,1557687178.853174,0.3746790885925293,0.09016895294189453,0.46484804153442383
155,1557687180.267323,1557687179.922565,1557687180.29675,1557687179.871193,0.3447580337524414,0.08079910278320312,0.42555713653564453
156,1557687181.348909,1557687180.937164,1557687181.37465,1557687180.891312,0.4117448329925537,0.0715932846069336,0.4833381175994873
157,1557687182.300806,1557687181.950889,1557687182.337558,1557687181.908886,0.349916934967041,0.07875514030456543,0.42867207527160645
158,1557687183.321948,1557687182.972747,1557687183.351853,1557687182.925316,0.349200963973999,0.07733583450317383,0.42653679847717285
159,1557687184.390811,1557687183.9938,1557687184.420906,1557687183.941552,0.39701104164123535,0.08234310150146484,0.4793541431427002
160,1557687185.3521972,1557687185.006965,1557687185.382444,1557687184.960487,0.3452322483062744,0.07672476768493652,0.42195701599121094
161,1557687186.370553,1557687186.0231311,1557687186.399276,1557687185.977715,0.34742188453674316,0.07413911819458008,0.42156100273132324
162,1557687187.438578,1557687187.040071,1557687187.510525,1557687186.993747,0.39850687980651855,0.1182711124420166,0.5167779922485352
163,1557687188.403106,1557687188.0565472,1557687188.429188,1557687188.011819,0.3465588092803955,0.07081031799316406,0.41736912727355957
164,1557687189.471198,1557687189.0731769,1557687189.499881,1557687189.027664,0.39802122116088867,0.07419586181640625,0.4722170829772949
165,1557687190.4944491,1557687190.094531,1557687190.524807,1557687190.045398,0.3999180793762207,0.07949090003967285,0.47940897941589355
166,1557687191.485163,1557687191.1143231,1557687191.5151482,1557687191.063852,0.37083983421325684,0.08045625686645508,0.4512960910797119
167,1557687192.533513,1557687192.135149,1557687192.609139,1557687192.0802698,0.3983640670776367,0.13050508499145508,0.5288691520690918
168,1557687193.701887,1557687193.293053,1557687193.731807,1557687193.097191,0.40883398056030273,0.22578191757202148,0.6346158981323242
169,1557687194.540947,1557687194.176372,1557687194.5704598,1557687194.1133142,0.3645749092102051,0.09257078170776367,0.45714569091796875
170,1557687195.523698,1557687195.174307,1557687195.552376,1557687195.131775,0.34939098358154297,0.07121014595031738,0.42060112953186035
171,1557687196.622542,1557687196.204536,1557687196.6516788,1557687196.148062,0.41800594329833984,0.08561086654663086,0.5036168098449707
172,1557687197.554423,1557687197.209019,1557687197.5849369,1557687197.16525,0.34540414810180664,0.07428264617919922,0.41968679428100586
173,1557687198.620574,1557687198.226909,1557687198.680692,1557687198.182627,0.393665075302124,0.1043999195098877,0.4980649948120117
174,1557687199.6487632,1557687199.2507071,1557687199.6820278,1557687199.200954,0.3980560302734375,0.08301782608032227,0.48107385635375977
175,1557687200.606435,1557687200.261499,1557687200.6343641,1557687200.217982,0.3449361324310303,0.07144594192504883,0.4163820743560791
176,1557687201.702585,1557687201.277392,1557687201.73206,1557687201.23562,0.42519307136535645,0.07124686241149902,0.49643993377685547
177,1557687202.697323,1557687202.298873,1557687202.728063,1557687202.253335,0.3984501361846924,0.0762779712677002,0.4747281074523926
178,1557687203.659868,1557687203.309201,1557687203.689952,1557687203.2674859,0.35066699981689453,0.07179903984069824,0.4224660396575928
179,1557687204.7190518,1557687204.3280401,1557687204.75005,1557687204.285455,0.39101171493530273,0.07358336448669434,0.46459507942199707
180,1557687205.760426,1557687205.3608189,1557687205.791929,1557687205.302797,0.39960718154907227,0.08952474594116211,0.4891319274902344
181,1557687206.75261,1557687206.365378,1557687206.783165,1557687206.317338,0.38723206520080566,0.07859492301940918,0.46582698822021484
182,1557687207.779133,1557687207.378476,1557687207.808312,1557687207.334967,0.40065717697143555,0.07268786430358887,0.4733450412750244
183,1557687208.7854939,1557687208.3957212,1557687208.815108,1557687208.3504221,0.3897726535797119,0.07491326332092285,0.46468591690063477
184,1557687209.7555141,1557687209.410311,1557687209.790392,1557687209.366677,0.345203161239624,0.07851171493530273,0.42371487617492676
185,1557687210.847519,1557687210.439852,1557687210.959508,1557687210.386871,0.4076669216156006,0.16496992111206055,0.5726368427276611
186,1557687211.853589,1557687211.46488,1557687211.981704,1557687211.404372,0.38870906829833984,0.18862295150756836,0.5773320198059082
187,1557687212.822804,1557687212.472494,1557687212.851276,1557687212.421735,0.3503100872039795,0.07923078536987305,0.42954087257385254
188,1557687213.881443,1557687213.4822268,1557687213.909662,1557687213.439742,0.3992161750793457,0.07070374488830566,0.46991991996765137
189,1557687214.939962,1557687214.519295,1557687214.967628,1557687214.4590368,0.4206669330596924,0.08792424201965332,0.5085911750793457
190,1557687215.870106,1557687215.524479,1557687215.899702,1557687215.4750881,0.3456270694732666,0.07898688316345215,0.42461395263671875
191,1557687216.969433,1557687216.54038,1557687217.002694,1557687216.49362,0.42905306816101074,0.08002090454101562,0.5090739727020264
192,1557687217.9050019,1557687217.560321,1557687217.934074,1557687217.51142,0.3446807861328125,0.0779731273651123,0.4226539134979248
193,1557687218.927245,1557687218.581367,1557687218.957014,1557687218.53028,0.34587788581848145,0.0808560848236084,0.42673397064208984
194,1557687219.999354,1557687219.600239,1557687220.031175,1557687219.54913,0.39911484718322754,0.08293008804321289,0.48204493522644043
195,1557687220.9614198,1557687220.6118948,1557687220.990187,1557687220.567461,0.34952497482299805,0.07320094108581543,0.4227259159088135
196,1557687222.003971,1557687221.640989,1557687222.032771,1557687221.587997,0.36298203468322754,0.08179211616516113,0.44477415084838867
197,1557687223.048481,1557687222.654578,1557687223.144346,1557687222.6031358,0.3939030170440674,0.1473071575164795,0.5412101745605469
198,1557687224.037483,1557687223.6921349,1557687224.174003,1557687223.621693,0.3453481197357178,0.20696187019348145,0.5523099899291992
199,1557687225.08862,1557687224.686759,1557687225.116282,1557687224.6404212,0.40186095237731934,0.07399988174438477,0.4758608341217041
200,1557687226.050167,1557687225.701495,1557687226.0785868,1557687225.656498,0.34867215156555176,0.07341670989990234,0.4220888614654541
201,1557687227.062027,1557687226.715107,1557687227.0923321,1557687226.670486,0.3469200134277344,0.07492613792419434,0.4218461513519287
202,1557687228.143086,1557687227.726287,1557687228.171666,1557687227.685061,0.41679906845092773,0.06980586051940918,0.4866049289703369
203,1557687229.14839,1557687228.750765,1557687229.1806211,1557687228.702499,0.3976249694824219,0.08049726486206055,0.4781222343444824
204,1557687230.1392019,1557687229.767648,1557687230.163423,1557687229.7178562,0.371553897857666,0.07401299476623535,0.44556689262390137
205,1557687231.289985,1557687230.87569,1557687231.452304,1557687230.7363539,0.414294958114624,0.3016550540924072,0.7159500122070312
206,1557687232.3625278,1557687231.97762,1557687232.512289,1557687231.755207,0.38490796089172363,0.3721740245819092,0.7570819854736328
207,1557687233.243158,1557687232.875688,1557687233.371876,1557687232.773847,0.36747002601623535,0.2305588722229004,0.5980288982391357
208,1557687234.333834,1557687233.94016,1557687234.3626661,1557687233.7892618,0.3936738967895508,0.17973041534423828,0.5734043121337891
209,1557687235.248674,1557687234.8517652,1557687235.287893,1557687234.808094,0.3969087600708008,0.08289027214050293,0.4797990322113037
210,1557687236.238125,1557687235.872678,1557687236.267342,1557687235.8251212,0.3654470443725586,0.07677388191223145,0.44222092628479004
211,1557687237.240421,1557687236.8970141,1557687237.27102,1557687236.843192,0.34340691566467285,0.08442091941833496,0.4278278350830078
212,1557687238.3195179,1557687237.905408,1557687238.345724,1557687237.861317,0.4141099452972412,0.0702972412109375,0.4844071865081787
213,1557687239.286394,1557687238.914677,1557687239.312138,1557687238.875393,0.3717169761657715,0.06502819061279297,0.43674516677856445
214,1557687240.282697,1557687239.9334311,1557687240.3107312,1557687239.890273,0.34926581382751465,0.07119226455688477,0.4204580783843994
215,1557687241.352993,1557687240.9550529,1557687241.37867,1557687240.9051518,0.39794015884399414,0.07557797431945801,0.47351813316345215
216,1557687242.335829,1557687241.960259,1557687242.359988,1557687241.91888,0.37557005882263184,0.06553792953491211,0.44110798835754395
217,1557687243.330761,1557687242.973944,1557687243.359035,1557687242.933723,0.35681700706481934,0.06849503517150879,0.4253120422363281
218,1557687244.3844528,1557687243.989229,1557687244.4486551,1557687243.947126,0.39522385597229004,0.10630536079406738,0.5015292167663574
219,1557687245.3893812,1557687245.021747,1557687245.424899,1557687244.962308,0.3676340579986572,0.09495711326599121,0.46259117126464844
220,1557687246.381186,1557687246.033647,1557687246.4993289,1557687245.97665,0.34753894805908203,0.1751399040222168,0.5226788520812988
221,1557687247.4433448,1557687247.036829,1557687247.468709,1557687246.9927142,0.40651583671569824,0.06947898864746094,0.4759948253631592
222,1557687248.423342,1557687248.0507221,1557687248.449665,1557687248.007589,0.3726198673248291,0.06945610046386719,0.4420759677886963
223,1557687249.436643,1557687249.070878,1557687249.467516,1557687249.0224311,0.365764856338501,0.07931995391845703,0.445084810256958
